smile_A,mol_fraction_A,smile_B,mol_fraction_B,logCMC
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.5,CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.5,2.977723605
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.5,CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.5,3.361727836
CCCCCCCCCCCC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.5,CCCCCCCCCCCC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.5,2.662757832
CCCCCCCCCCSCC(O)C(O)C(O)CO,0.5,CCCCCCCCCCSCC(O)C(O)C(O)CO,0.5,2.602059991
CCCCCCCCCCSC1OC(=O)C(O)C1O,0.5,CCCCCCCCCCSC1OC(=O)C(O)C1O,0.5,1.51851394
CCCCCCSCC(O)C(O)C(O)CO,0.5,CCCCCCSCC(O)C(O)C(O)CO,0.5,4.079181246
CCCCCCSC1OC(=O)C(O)C1O,0.5,CCCCCCSC1OC(=O)C(O)C1O,0.5,3.826074803
CCCCCCCCSCC(O)C(O)C(O)CO,0.5,CCCCCCCCSCC(O)C(O)C(O)CO,0.5,3.079181246
CCCCCCCCSC1OC(=O)C(O)C1O,0.5,CCCCCCCCSC1OC(=O)C(O)C1O,0.5,2.681241237
CCCCCCCC(=O)NC1C(O)OC(CO)C(O)C1O,0.5,CCCCCCCC(=O)NC1C(O)OC(CO)C(O)C1O,0.5,4.653212514
CCCCCCCC(=O)NC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCC(=O)NC1OC(CO)C(O)C(O)C1O,0.5,4.84509804
CC(C)CCCC(C)CCOC1OC(CO)C(O)C(O)C1O,0.5,CC(C)CCCC(C)CCOC1OC(CO)C(O)C(O)C1O,0.5,3.602059991
CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,3.72427587
CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.5,CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.5,3.698970004
CCCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.5,CCCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.5,3.84509804
CCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.5,CCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.5,4.361727836
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,3.113943352
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,3.361727836
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,2.146128036
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,2.397940009
CCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,0.968482949
CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,0.51851394
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,1.505149978
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,1.73239376
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,1.380211242
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,1.556302501
CCCCCCCCCCCC(=O)N(C)CC(O)CO,0.5,CCCCCCCCCCCC(=O)N(C)CC(O)CO,0.5,2.361727836
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO,0.5,CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO,0.5,2.556302501
CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,3.301029996
CCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,3.301029996
CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,2.278753601
CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,1.954242509
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,1.301029996
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.5,1.62324929
CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,3.113943352
CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,2.491361694
CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,2.230448921
CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,3.755874856
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,3.51851394
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,2.653212514
CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,1.832508913
CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,3.838849091
CCCCCCCCSC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,0.5,3.929418926
CCCCCCOCCOCCOCCO,0.5,CCCCCCOCCOCCOCCO,0.5,5
CCCCCCCCCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCO,0.5,2.77815125
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,1.939519253
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,4.113943352
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,3.113943352
CCCCCCCC[N+](C)(C)C.[Br-],0.5,CCCCCCCC[N+](C)(C)C.[Br-],0.5,5.146128036
CCCCCCCCCC[N+](C)(C)C.[Br-],0.5,CCCCCCCCCC[N+](C)(C)C.[Br-],0.5,4.832508913
CCCCCCCCCC[N+](C)(C)C.[Cl-],0.5,CCCCCCCCCC[N+](C)(C)C.[Cl-],0.5,4.832508913
CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,4.204119983
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.5,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.5,4.301029996
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,3.556302501
CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.5,CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.5,3.653212514
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,2.991226076
CCCCCCCCCC[n+]1ccccc1.[Br-],0.5,CCCCCCCCCC[n+]1ccccc1.[Br-],0.5,4.643452676
CCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,CCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,4.322219295
CCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,CCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,4.056904851
CCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.5,CCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.5,4.230448921
CCCCCCCCCCCC[n+]1ccccc1.[I-],0.5,CCCCCCCCCCCC[n+]1ccccc1.[I-],0.5,3.72427587
CCCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,CCCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,3.72427587
CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,3.431363764
CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.5,CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.5,3.544068044
CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,3.113943352
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],0.5,2.806179974
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.5,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.5,2.954242509
CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.5,CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.5,2.380211242
CCCCCCCCCCCC[N+](C)(C)CC.[Br-],0.5,CCCCCCCCCCCC[N+](C)(C)CC.[Br-],0.5,4.146128036
CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],0.5,CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],0.5,3.875061263
CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],0.5,CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],0.5,3.491361694
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],0.5,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],0.5,3.041392685
CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],0.5,CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],0.5,3.491361694
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],0.5,CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],0.5,3.322219295
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],0.5,CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],0.5,3.079181246
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.5,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.5,4.591064607
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.5,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.5,3.944482672
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.5,3.301029996
CCCCCCCCCCCC[NH2+]CCO.[Cl-],0.5,CCCCCCCCCCCC[NH2+]CCO.[Cl-],0.5,4.653212514
CCCCCCCCCCCC[NH+]CCO.[Cl-],0.5,CCCCCCCCCCCC[NH+]CCO.[Cl-],0.5,4.556302501
CCCCCCCCCCCC[N+]CCO.[Cl-],0.5,CCCCCCCCCCCC[N+]CCO.[Cl-],0.5,4.397940009
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],0.5,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],0.5,3.267171728
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],0.5,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],0.5,2.245512668
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+],0.5,CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+],0.5,3.278753601
CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-].[Na+],0.5,CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-].[Na+],0.5,3.176091259
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.5,4.633468456
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.5,4.093421685
CCCCCCCCCCCCS(=O)(=O)[O-].[Li+],0.5,CCCCCCCCCCCCS(=O)(=O)[O-].[Li+],0.5,4.041392685
CCCCCCCCCCCCS(=O)(=O)[O-].[NH4+],0.5,CCCCCCCCCCCCS(=O)(=O)[O-].[NH4+],0.5,3.949390007
CCCCCCCCCCCCS(=O)(=O)[O-].[K+],0.5,CCCCCCCCCCCCS(=O)(=O)[O-].[K+],0.5,3.968482949
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,3.913813852
CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+],0.5,CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+],0.5,3.949390007
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,3.322219295
CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+],0.5,4.201397124
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],0.5,3.591064607
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],0.5,3.462397998
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],0.5,1.397940009
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],0.5,1.934498451
CCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],0.5,CCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],0.5,5.230448921
CCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],0.5,4.819543936
CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],0.5,4.342422681
CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],0.5,CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],0.5,5.301029996
CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+],0.5,CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+],0.5,4.72427587
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],0.5,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],0.5,3.397940009
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],0.5,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],0.5,2.959041392
CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-].[Na+],0.5,3.352182518
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],0.5,3.130333768
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.5,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.5,4.462397998
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],0.5,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],0.5,4.477121255
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.5,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.5,4.51851394
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Na+],0.5,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Na+],0.5,4.477121255
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.5,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.5,3.69019608
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.5,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.5,3.799340549
CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],0.5,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],0.5,3.146128036
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.5,2.86332286
CCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,CCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,4.255272505
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,3.301029996
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,2.342422681
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,1.301029996
CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],0.5,CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],0.5,3.662757832
CCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-],0.5,CCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-],0.5,3.414973348
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-],0.5,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-],0.5,3.176091259
CCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,0.5,CCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,0.5,3.716003344
CCCCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,0.5,CCCCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,0.5,2.77815125
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.5,3.477121255
CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.5,2.505149978
CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCO,0.5,3.472756449
CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,3.505149978
CCC(C)CCOCCOCCOCCOCCOCCOCCO,0.5,CCC(C)CCOCCOCCOCCOCCOCCOCCO,0.5,5
CCCC(C)CCCOCCOCCOCCOCCOCCOCCO,0.5,CCCC(C)CCCOCCOCCOCCOCCOCCOCCO,0.5,4.361727836
CCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0.5,CCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0.5,3.716003344
CCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCOCCOCCOCCOCCOCCOCCO,0.5,5.900913068
CCCCCCCCCCCC[NH3+].[Cl-],0.5,CCCCCCCCCCCC[NH3+].[Cl-],0.5,4.169282472
CCCCCCCCCCCC[n+]1cccc2ccccc21.[Br-],0.5,CCCCCCCCCCCC[n+]1cccc2ccccc21.[Br-],0.5,3.681241237
CCCCCCOCCOCCOCCOCCO,0.5,CCCCCCOCCOCCOCCOCCO,0.5,4.954242509
CCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCOCCOCCOCCOCCOCCO,0.5,4.966141733
CC(C)(C)OCCOCCOCCOCCOCCOCCO,0.5,CC(C)(C)OCCOCCOCCOCCOCCOCCO,0.5,5.959041392
C[N+](C)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,C[N+](C)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,2.672097858
CCCCCCCCC[N+](C)(C)[O-],0.5,CCCCCCCCC[N+](C)(C)[O-],0.5,4.73239376
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,4.113943352
CCCCCCCCCCCCc1cccc(S(=O)(=O)[O-])c1.[Na+],0.5,CCCCCCCCCCCCc1cccc(S(=O)(=O)[O-])c1.[Na+],0.5,3.164352856
CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],0.5,CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],0.5,3.201397124
CCCCCCCCCC(=O)[O-].[Na+],0.5,CCCCCCCCCC(=O)[O-].[Na+],0.5,4.973127854
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,4.518777069
CCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],0.5,4.665580991
CCCCC(OC(=O)C(CC(=O)[O-])S(=O)(=O)O)C(CC)CC.[Na+],0.5,CCCCC(OC(=O)C(CC(=O)[O-])S(=O)(=O)O)C(CC)CC.[Na+],0.5,3.397940009
CCCCCCCCCCCC(=O)[O-].[Na+],0.5,CCCCCCCCCCCC(=O)[O-].[Na+],0.5,4.387389826
CCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,4.810098041
CCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,5.124667218
CCCCCCCCS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCS(=O)(=O)[O-].[Na+],0.5,5.190331698
CCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],0.5,CCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],0.5,3.662757832
CCCCCCCCCCCCCC(=O)[O-].[Na+],0.5,CCCCCCCCCCCCCC(=O)[O-].[Na+],0.5,3.838849091
CCCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],0.5,3.514547753
